J.D.-2400000,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_C13,rel_flux_C14,rel_flux_C15,rel_flux_C16,rel_flux_C17,rel_flux_C18,rel_flux_C19,rel_flux_C20,rel_flux_C21,rel_flux_C22,rel_flux_C23,rel_flux_C24,rel_flux_C25
60010.62387,0.019073062,0.024062393,0.025175046,0.017984198,0.019594256,0.021510086,0.020735793,0.018592648,0.024779746,0.016236674,0.01551133,0.014602049,0.04657786,0.008841049,0.071321305,0.060164626,0.057680061,0.009745702,0.088669899,0.003374662,0.015032854,0.005169369,0.056696609,0.010701114
60010.62462,0.019403054,0.02415688,0.025094684,0.017878071,0.019291031,0.021554252,0.02058335,0.018489243,0.024336802,0.016043019,0.015637309,0.014788932,0.046772765,0.008824949,0.071845263,0.060007707,0.057190025,0.009874353,0.088325839,0.003320069,0.014931929,0.005475059,0.056388118,0.010760357
60010.62537,0.019188028,0.024158934,0.025142536,0.017926327,0.01927517,0.021569133,0.020526248,0.018716081,0.024732216,0.016206553,0.015638207,0.014924543,0.046802013,0.009077356,0.07130914,0.059682756,0.057196299,0.009763186,0.087755861,0.003235349,0.014865659,0.005428991,0.056460031,0.010651502
60010.62612,0.019362626,0.023952851,0.025227173,0.017989818,0.019733017,0.021717429,0.02060024,0.018439306,0.024552554,0.016113002,0.015666701,0.01467864,0.046621993,0.009017917,0.071447917,0.059755989,0.05728961,0.009589798,0.088117685,0.003237432,0.014873231,0.005148217,0.05707399,0.010637614
60010.62688,0.01907883,0.023853748,0.025059456,0.017881417,0.019529031,0.02174566,0.020735847,0.018695927,0.024647446,0.016312899,0.015591595,0.014731123,0.046539223,0.008838109,0.071150135,0.059775217,0.057828868,0.009741277,0.087889711,0.003115189,0.014927136,0.005514939,0.056155422,0.010815096
60010.62763,0.019259255,0.023904939,0.0246559,0.018051782,0.019406737,0.021559559,0.020754785,0.018459528,0.024270651,0.016388919,0.015556553,0.014661409,0.046617428,0.009075739,0.071136226,0.059754001,0.057490974,0.009887501,0.088380797,0.00343528,0.014902979,0.005558018,0.056362174,0.010791817
60010.62838,0.019889804,0.024455535,0.025402201,0.018475724,0.019891482,0.022230135,-0.000277269,0.018992788,0.024965116,0.016526646,0.015966044,0.014571552,0.047724425,0.009163089,0.072942514,0.061439833,0.058876406,0.010033004,0.090296463,0.003074865,0.015338232,0.005475746,0.057412312,0.011271988
60010.62912,0.02071683,0.025345212,0.026794268,0.019011155,0.020824826,-0.000102877,-0.000177807,0.019969968,-0.000372413,0.017203002,0.016599693,0.016079591,0.050332947,0.009874277,0.077252002,0.064280471,0.061887237,0.010428326,0.094765769,0.003379311,0.016082693,0.005870733,0.060782322,0.011419401
60010.62987,0.021003732,0.026194813,0.027311702,0.019769526,0.021120042,7.70181E-05,-0.000363101,0.020227626,0.000171361,0.017336047,0.017109484,0.015987872,0.051145773,0.009638069,0.078753478,0.065343137,0.063272549,0.010422105,0.096473111,0.000915646,-0.000124565,0.006121177,0.061760517,0.011853305
60010.63062,0.023126163,0.028638304,0.030137995,0.021389712,0.023520277,3.71322E-05,-0.000150118,0.021967597,0.000172378,0.019364532,0.018770845,0.017555291,0.056146806,0.010733699,0.08642434,0.071767305,0.068892427,0.011598983,0.00018934,0.003925156,0.000323588,0.006297182,0.067498064,0.012688296
60010.63138,0.023057571,0.02870025,0.030355846,0.021531291,0.023402404,-0.000296536,-0.00044077,0.022030934,-0.000151447,0.018849777,0.018500058,0.017723011,0.056077626,0.010544004,0.085814191,0.072555332,0.069512555,0.011439462,-5.14621E-05,-9.66491E-05,0.017965491,0.006285981,0.067806294,0.000340552
60010.63213,0.023314003,0.029241272,0.030811191,0.022080114,0.023170801,-8.60499E-05,-0.00042048,0.022490246,0.000165354,0.01957817,0.019426794,0.018144456,0.057119939,0.010965164,0.087381332,0.074118157,0.070648956,0.011897684,-0.000120913,-9.37694E-05,-3.1323E-05,0.006898095,0.069432826,-0.000259744
60010.63288,0.024965504,0.030838375,0.032340455,0.023102567,0.024581716,0.000292422,-0.000156052,0.023569181,0.00028617,0.020935852,0.019671502,0.018701886,0.060883216,0.011820458,0.093101697,0.077885325,0.074523006,0.012401361,-0.000489387,0.000198271,0.000158262,0.00018021,0.073159639,-0.000189414
60010.63363,0.024805674,0.030971122,0.03224172,0.023041297,0.024302907,-0.00012361,0.000310591,0.023690011,-0.000239304,0.02054643,0.020456691,0.018710443,0.060550286,0.011502586,0.092355314,0.07820393,0.074946469,0.012495072,5.76162E-05,0.000306593,0.000131758,-6.58623E-05,0.073559651,0.000111511
60010.63439,0.025324841,0.031651105,0.033217994,0.023488058,0.025517961,-8.63668E-05,0.000220304,0.024169526,-0.000132804,0.021386732,0.020840235,0.019289644,0.062530669,0.011857337,0.095627184,0.079940328,0.076763061,0.012660583,0.000152323,-0.00013948,0.000102251,-0.000174293,0.075563509,-0.000400381
60010.63514,0.026688405,0.032634641,0.033803286,0.02442066,-0.000429734,-6.59868E-05,3.52963E-05,0.024560293,0.000184225,0.022070561,0.020857101,0.020064538,0.063994371,0.012103809,0.098784272,0.082226728,0.079732995,0.013381949,0.000173768,2.24023E-05,9.70438E-05,-0.000254471,0.076787889,-0.000191697
60010.63588,0.030693801,0.037732488,0.040064231,0.028350135,0.030180578,8.37977E-05,0.00049835,0.029506725,0.000347036,0.025905813,0.025041974,0.023392079,0.07533734,0.013849267,-0.000147178,0.098371649,0.094064134,0.01521067,-9.7066E-05,0.000273864,0.000234638,-0.000245248,-0.000516315,-4.42703E-05
60010.63663,0.029576546,0.037158577,0.039032622,0.02804581,0.029270389,0.000105607,-0.00033446,0.028978487,2.29504E-05,0.0254195,0.023932922,0.02299103,0.073563405,0.013594656,0.000355747,0.095752686,0.091806397,0.015248649,-0.000114164,0.00048312,-4.49749E-05,3.00477E-05,-4.71097E-05,6.61882E-05
60010.63738,0.032778781,0.040389736,0.042097571,0.030123903,-0.000179429,0.000219072,-9.68373E-06,0.000516239,-0.000150065,0.026368943,0.026656727,0.024597916,0.080134832,0.0150259,-0.000296381,0.103413562,0.099694365,0.016194512,-0.000229286,-0.000226917,0.000287151,-0.000312406,-0.000655401,0.0004367
60010.63814,0.032318871,0.040263818,0.042132437,0.030214218,-0.000307033,0.000392211,-5.62931E-05,0.000392053,0.000530888,0.027008203,0.025966741,0.024442175,0.080030704,0.014929803,0.000104113,0.102913573,0.099020392,0.016243702,-0.000369753,0.000351439,8.78799E-05,0.000139104,-0.000247585,-0.000481883
60010.63889,0.034980189,0.043681701,0.046091994,0.032958268,-0.001129735,-0.000206283,-0.000492497,9.8789E-05,0.000481811,0.029355083,0.028716403,0.026607773,0.088541871,0.016460843,-0.000397664,0.113355241,0.108991495,0.017965187,0.00026372,-0.000282861,-0.000160285,-0.000275469,-0.000821292,-0.000251738
60010.63963,0.034738869,0.044062231,0.045828981,0.032353053,1.76051E-05,2.23965E-05,0.000701281,-0.000616454,-0.000299539,0.029127712,0.028544543,0.02682521,0.08782459,0.016569311,0.000251138,0.112771235,0.107392152,0.017651427,5.17989E-05,0.000557828,-0.000275541,0.000231262,-0.000638039,0.000277829
60010.64038,0.03505739,0.043704431,0.046382569,0.032536072,-7.6384E-05,-0.000161045,-1.65594E-05,-8.62687E-05,0.000165353,0.028861773,0.028848254,0.026872717,0.087162262,0.016223681,0.000350867,0.112276298,0.108242656,0.017705977,0.000315768,0.000563034,0.000248183,5.55973E-05,-2.89788E-05,9.63007E-05
60010.64113,0.021690166,0.026826819,-9.47927E-05,0.020217306,-1.71767E-06,0.024357222,0.023282694,0.020719044,0.027651953,0.017762907,0.017601853,0.000194016,0.05240205,0.010079261,0.08049794,0.067695559,0.064716386,0.010685934,0.099335397,0.00364165,0.016607745,0.006134257,0.063456374,0.000302607
60010.64189,0.042394622,0.05190528,0.055462749,0.038719767,-0.000824766,-0.000145236,-0.000261617,0.000371632,-6.74298E-05,0.034928231,0.034081426,0.032288411,0.105292724,0.019493669,-0.000128771,0.000116658,0.130731744,0.02107343,-0.000242203,0.000818149,-0.00020667,0.000119279,-0.000565555,0.000345774
60010.64264,0.022758667,0.02817832,0.029980989,0.021317839,0.022061089,0.000261673,0.000197274,0.02192989,0.029327313,0.019456401,0.018847977,2.69564E-06,0.055734828,0.010776836,0.085637052,0.071947178,0.068968504,0.011375942,0.105851939,0.003946718,0.017932968,0.006775613,-5.46898E-05,0.000179979
60010.64339,0.042890908,0.053362418,0.056044972,0.040036418,-0.00090318,0.000431324,0.000379014,0.000126605,-0.000590737,0.036007956,0.034910694,0.031573351,0.107746795,0.019736836,-0.000338708,-3.8632E-05,0.134011628,1.26494E-05,0.000141516,0.000395067,0.000345828,5.64527E-05,-9.38125E-05,0.000425507
60010.64414,0.034113713,-5.3829E-05,4.17704E-05,0.031748253,0.033998091,-5.31907E-05,0.000252575,0.032816559,0.044421922,0.029153796,0.027991568,0.000529014,-0.000190525,0.016449531,0.132865044,0.111140277,0.105314785,0.017739349,0.000413755,1.24428E-05,0.000416976,-0.000333746,-8.63306E-05,0.000180332
60010.6449,0.022873754,0.028582979,-0.00022391,0.021278642,-0.000250501,0.025820842,6.7315E-05,0.022033654,0.029149579,0.019365179,0.018720164,2.35713E-05,0.056288142,0.010892232,0.085505312,0.071730038,0.068976116,0.011226158,0.105991382,0.004158613,0.017583264,0.006626005,0.066966241,0.013001833
60010.64564,0.033933026,0.000479901,-0.000512567,0.031918954,0.033856687,-1.52728E-05,-0.000301165,0.033147515,0.043888476,0.028680523,0.028327148,-0.000172048,0.000157542,0.016271271,0.132657048,0.110012487,0.105779614,0.016989057,0.000323656,0.005815441,0.000347687,-0.000466192,-0.000306715,-0.000460739
60010.64639,0.023112464,0.028991428,-0.000263711,0.021529169,-9.22212E-05,0.000235539,0.024687332,0.022554686,0.029855905,0.019580604,0.019293355,4.28949E-05,0.057170859,0.011203084,0.087790939,0.073022235,0.07066773,0.012029806,0.108672782,0.003816507,0.018130014,0.006310718,0.069458774,0.012937707
60010.64714,0.023334323,0.028719641,-0.00030572,0.021750786,,0.026023532,8.82454E-05,0.022345906,0.030046219,0.019442403,0.019183004,-1.07808E-05,0.056882344,0.010724955,0.087304602,0.072607049,0.06983494,0.011580116,0.107525232,0.003965627,0.017868888,0.006699943,0.068568384,-0.000224511
60020.64789,0.024390886,0.03030152,-8.35886E-05,0.022555167,-0.000149552,0.000313009,4.48724E-05,0.022905001,0.030994994,0.020304341,0.020110706,2.72433E-05,0.059401497,0.011305306,0.091215351,0.076003011,0.073274658,0.012530844,0.113306518,0.004323296,0.018749806,0.006796788,0.072100302,-0.000161231
60010.64865,0.026392873,0.032791844,-0.00027942,0.024477735,-0.000187346,-0.000242606,0.000522357,0.025375143,0.000103181,0.022214718,0.021381696,0.00014547,0.064939991,0.012368542,0.099419404,0.083499129,0.079829773,0.013571508,0.12472758,0.004357966,0.020603826,0.007180289,0.00024207,-3.14318E-05
60010.6494,0.024187182,0.03015054,0.000156245,0.022413262,-0.000137702,4.21324E-06,2.22193E-07,0.023235809,0.031201284,0.020574978,0.019750584,1.66269E-05,0.059844661,0.011353815,0.091512403,0.076173474,0.072877833,0.012178055,0.11331001,0.004235235,0.018893427,0.00667861,0.071785721,0.000274461
60010.65015,0.000263304,0.033058282,0.000289479,-0.000180834,5.93774E-05,0.030253341,-0.000500898,0.025472744,0.034057528,0.022258726,0.02199301,0.000244313,0.065849408,0.012251897,0.101001083,0.084366278,0.080857944,0.01344617,0.125429842,0.004565162,0.02039933,0.007219159,0.000487311,-0.000317722
60010.65089,0.026449549,0.032745869,0.000269828,0.024552593,-0.000248211,-0.000242462,9.3088E-05,0.025057862,0.000262777,0.021610195,0.021657699,2.75633E-05,0.064232268,0.012132938,0.098131446,0.083098668,0.078768294,0.013192953,0.122096639,0.004568017,0.020522469,0.007192616,0.07772256,0.00040368
60010.65164,0.02655687,-0.000101952,0.000714726,0.00030532,-0.000223092,0.030193309,0.00026079,0.025762244,0.034121271,0.02205164,0.022095589,0.000281179,0.066441879,0.012711466,0.101452648,0.084554659,0.081477924,0.01327415,0.125877686,0.004500442,0.020662423,0.007810267,0.000123683,2.57159E-05
60010.6524,0.026517449,0.033706392,0.000226552,-0.00018648,-0.000538788,0.000247403,0.000241064,0.025096576,0.034395199,0.022309514,0.022615848,0.000274999,0.065820932,0.012362483,0.100437754,0.084156642,0.080448185,0.013439677,0.125463137,0.004939625,0.021199685,0.007030127,-0.000257632,5.383E-05
60010.65315,0.02749535,0.000127731,8.90745E-05,-2.41816E-05,-0.000402792,-9.43361E-05,0.000192131,0.026115128,0.035537213,0.022988218,0.022954781,-0.000454072,0.069077858,0.013136954,0.10453431,0.087715528,0.083183177,0.013904896,0.129845919,0.004778011,0.021747916,0.007754089,-2.41925E-05,-0.000231411
60010.6539,0.033997646,0.042396253,-0.000293032,0.031451768,-0.000411554,-9.43335E-05,0.000463547,0.032340891,0.000760883,0.028437825,0.028159594,0.000140179,0.085014907,0.015843031,0.131309861,0.109978539,0.105309013,0.017481369,1.75985E-05,-0.000411047,0.02676398,-2.61417E-05,9.35649E-05,0.000189927
60010.65465,0.038469971,0.049370216,0.000212553,-0.000189544,-0.000321642,0.000425381,-0.000499689,0.036975719,0.049474382,0.032241866,0.032275356,0.000219176,0.097550354,0.017984635,0.151857666,0.126062756,0.120952165,0.019693395,0.191182289,0.006172431,0.029858308,0.013030293,0.000396188,0.000745244
60010.65541,-0.00010007,5.8451E-05,0.00035605,0.000381642,-0.000117887,0.050525261,0.047739912,0.041874118,0.05821565,0.037428811,0.003975864,0.000792137,0.002142339,0.000466875,0.17683004,0.145976546,-0.000817233,0.000357502,0.223199448,0.00746386,0.034896879,0.012181628,0.138143749,0.02455863
60016.58811,0.019605705,0.024036047,0.024798288,0.017888077,0.019790261,0.021492258,0.020946118,0.018358228,0.024313613,0.016050559,0.016006323,0.014762687,0.046585358,0.00896841,0.071826663,0.059599216,0.057572346,0.00985018,0.088105051,0.003229343,0.014964135,,,
60016.58887,0.019640027,0.024196293,0.025199915,0.018001523,0.019940072,0.021703472,0.020455171,0.018359449,0.024577234,0.015951064,0.015788876,0.01496529,0.04650385,0.009119798,0.071042024,0.059841656,0.057273752,0.010166542,0.088131773,0.003101108,0.015011365,,,
60016.58962,0.019251498,0.023833688,0.025277233,0.017798877,0.019836767,0.021377139,0.020406552,0.018547648,0.024253836,0.016185386,0.015866146,0.014801259,0.046988602,0.008925733,0.071023864,0.059979785,0.057609736,0.009780395,0.087863978,0.003401252,0.014936274,,,
60016.59037,0.019318288,0.023774039,0.025197298,0.018018754,0.01961332,0.0216388,0.020676031,0.018631082,0.02431252,0.01606147,0.015802771,0.014828807,0.046267593,0.009040313,0.071119532,0.060092781,0.057334293,0.009807571,0.088366819,0.00288459,0.015132771,,,
60016.59111,0.019389902,0.023949184,0.02507865,0.018024861,0.01977249,0.021458311,0.020293772,0.018308759,0.024130188,0.015909195,0.015688287,0.014740697,0.04665312,0.008918056,0.07124441,0.059609372,0.057632204,0.010055455,0.088226427,0.003359113,0.014906517,,,
60016.59186,0.019272725,0.02387042,0.025109635,0.017870796,0.019897506,0.021421594,0.020691125,0.018377808,0.024361296,0.016092974,0.015866564,0.014491554,0.046656094,0.008872942,0.071457533,0.060041508,0.057759926,0.009836625,0.088089473,0.003159013,0.015175641,,,
60016.59262,0.019280744,0.023806435,0.024973832,0.01810874,0.019576776,0.021498362,0.020612351,0.018534512,0.024393466,0.016177544,0.015744509,0.014475346,0.046670597,0.0089836,0.071633866,0.059955208,0.057713576,0.009878821,0.08857505,0.003167458,0.014999976,,,
60016.59337,0.019092263,0.024020302,0.02503865,0.017941598,0.019869063,0.021967503,0.020683589,0.018428425,0.024263252,0.016032246,0.015721657,0.014844148,0.046400249,0.009161413,0.071067919,0.059945267,0.05729138,0.009862742,0.088251148,0.003027049,0.015044028,,,
60016.59412,0.019064951,0.023879866,0.025071516,0.018102703,0.019422328,0.021561226,0.020383855,0.018478694,0.024490814,0.016236557,0.015583426,0.01478409,0.046877491,0.008913514,0.071240493,0.059852862,0.05775804,0.009840329,0.088398199,0.003432441,0.014998068,,,
60016.59487,0.019276899,0.023865129,0.025246435,0.017951265,0.019707521,0.021961544,0.020542397,0.018328602,0.024392191,0.01611351,0.015596395,0.014745624,0.046133705,0.00910311,0.07122758,0.059919945,0.057338821,0.009783104,0.088468564,0.003034456,0.015247724,,,
60016.59563,0.019622426,0.023880792,0.025430332,0.017913422,0.019681514,0.021690453,0.020558271,0.018410909,0.024543261,0.01579936,0.01585398,0.014511294,0.046442345,0.008989132,0.071115621,0.059849372,0.057360812,0.009828043,0.087621344,0.003238787,0.015076461,,,
60016.59637,0.01921145,0.024022123,0.024905568,0.017799116,0.019561995,0.021883476,0.020645539,0.018583701,0.024528539,0.016193748,0.015683592,0.014595937,0.046368316,0.008739227,0.07112681,0.060070254,0.057466203,0.009970339,0.087454569,0.003206341,0.015065508,,,
60016.59712,0.019030202,0.02384,0.025062813,0.01802582,0.019513879,0.021557482,0.020464424,0.018556895,0.02453038,0.01613644,0.015577001,0.014805698,0.046026407,0.00884731,0.071164567,0.060187159,0.057562892,0.009919724,0.088141632,0.003285309,0.014863301,,,
60016.59787,0.019069452,0.023752862,0.024859583,0.018111005,0.019577872,0.021494956,0.020552456,0.018387929,0.024316342,0.016149046,0.016057545,0.014711531,0.046341372,0.008617028,0.07139415,0.059811851,0.057716694,0.009882614,0.088218754,0.003481526,0.014940421,,,
60016.59862,0.019123097,0.024157267,0.025153596,0.018173821,0.019610662,0.021663801,0.02036521,0.018490107,0.02484854,0.016364025,0.01558175,0.014643162,0.046680341,0.008860807,0.071000153,0.060087426,0.057123482,0.009996248,0.088132139,0.003204873,0.015025545,,,
60016.59937,0.019265899,0.024117138,0.025130502,0.017857057,0.019245243,0.021846224,0.020765558,0.018419638,0.024604169,0.016551383,0.015610761,0.014720537,0.046263345,0.008888087,0.071243628,0.059864892,0.057579448,0.010078177,0.087985646,0.003107485,0.014981321,,,
60016.60013,0.019073062,0.024062393,0.025175046,0.017984198,0.019594256,0.021510086,0.020735793,0.018592648,0.024779746,0.016236674,0.01551133,0.014602049,0.04657786,0.008841049,0.071321305,0.060164626,0.057680061,0.009745702,0.088669899,0.003374662,0.015032854,,,
60016.60087,0.019403054,0.02415688,0.025094684,0.017878071,0.019291031,0.021554252,0.02058335,0.018489243,0.024336802,0.016043019,0.015637309,0.014788932,0.046772765,0.008824949,0.071845263,0.060007707,0.057190025,0.009874353,0.088325839,0.003320069,0.014931929,,,
60016.60162,0.019188028,0.024158934,0.025142536,0.017926327,0.01927517,0.021569133,0.020526248,0.018716081,0.024732216,0.016206553,0.015638207,0.014924543,0.046802013,0.009077356,0.07130914,0.059682756,0.057196299,0.009763186,0.087755861,0.003235349,0.014865659,,,
60016.60237,0.019362626,0.023952851,0.025227173,0.017989818,0.019733017,0.021717429,0.02060024,0.018439306,0.024552554,0.016113002,0.015666701,0.01467864,0.046621993,0.009017917,0.071447917,0.059755989,0.05728961,0.009589798,0.088117685,0.003237432,0.014873231,,,
60016.60312,0.01907883,0.023853748,0.025059456,0.017881417,0.019529031,0.02174566,0.020735847,0.018695927,0.024647446,0.016312899,0.015591595,0.014731123,0.046539223,0.008838109,0.071150135,0.059775217,0.057828868,0.009741277,0.087889711,0.003115189,0.014927136,,,
60016.60388,0.019259255,0.023904939,0.0246559,0.018051782,0.019406737,0.021559559,0.020754785,0.018459528,0.024270651,0.016388919,0.015556553,0.014661409,0.046617428,0.009075739,0.071136226,0.059754001,0.057490974,0.009887501,0.088380797,0.00343528,0.014902979,,,
60016.60463,0.019889804,0.024455535,0.025402201,0.018475724,0.019891482,0.022230135,-0.000277269,0.018992788,0.024965116,0.016526646,0.015966044,0.014571552,0.047724425,0.009163089,0.072942514,0.061439833,0.058876406,0.010033004,0.090296463,0.003074865,0.015338232,,,
60016.60537,0.02071683,0.025345212,0.026794268,0.019011155,0.020824826,-0.000102877,-0.000177807,0.019969968,-0.000372413,0.017203002,0.016599693,0.016079591,0.050332947,0.009874277,0.077252002,0.064280471,0.061887237,0.010428326,0.094765769,0.003379311,0.016082693,,,
60016.60612,0.021003732,0.026194813,0.027311702,0.019769526,0.021120042,7.70181E-05,-0.000363101,0.020227626,0.000171361,0.017336047,0.017109484,0.015987872,0.051145773,0.009638069,0.078753478,0.065343137,0.063272549,0.010422105,0.096473111,0.000915646,-0.000124565,,,
60016.60688,0.023126163,0.028638304,0.030137995,0.021389712,0.023520277,3.71322E-05,-0.000150118,0.021967597,0.000172378,0.019364532,0.018770845,0.017555291,0.056146806,0.010733699,0.08642434,0.071767305,0.068892427,0.011598983,0.00018934,0.003925156,0.000323588,,,
60016.60763,0.023057571,0.02870025,0.030355846,0.021531291,0.023402404,-0.000296536,-0.00044077,0.022030934,-0.000151447,0.018849777,0.018500058,0.017723011,0.056077626,0.010544004,0.085814191,0.072555332,0.069512555,0.011439462,-5.14621E-05,-9.66491E-05,0.017965491,,,
60016.60838,0.023314003,0.029241272,0.030811191,0.022080114,0.023170801,-8.60499E-05,-0.00042048,0.022490246,0.000165354,0.01957817,0.019426794,0.018144456,0.057119939,0.010965164,0.087381332,0.074118157,0.070648956,0.011897684,-0.000120913,-9.37694E-05,-3.1323E-05,,,
60016.60913,0.024965504,0.030838375,0.032340455,0.023102567,0.024581716,0.000292422,-0.000156052,0.023569181,0.00028617,0.020935852,0.019671502,0.018701886,0.060883216,0.011820458,0.093101697,0.077885325,0.074523006,0.012401361,-0.000489387,0.000198271,0.000158262,,,
60016.60988,0.024805674,0.030971122,0.03224172,0.023041297,0.024302907,-0.00012361,0.000310591,0.023690011,-0.000239304,0.02054643,0.020456691,0.018710443,0.060550286,0.011502586,0.092355314,0.07820393,0.074946469,0.012495072,5.76162E-05,0.000306593,0.000131758,,,
60016.61063,0.025324841,0.031651105,0.033217994,0.023488058,0.025517961,-8.63668E-05,0.000220304,0.024169526,-0.000132804,0.021386732,0.020840235,0.019289644,0.062530669,0.011857337,0.095627184,0.079940328,0.076763061,0.012660583,0.000152323,-0.00013948,0.000102251,,,
60016.61138,0.026688405,0.032634641,0.033803286,0.02442066,-0.000429734,-6.59868E-05,3.52963E-05,0.024560293,0.000184225,0.022070561,0.020857101,0.020064538,0.063994371,0.012103809,0.098784272,0.082226728,0.079732995,0.013381949,0.000173768,2.24023E-05,9.70438E-05,,,
60016.61213,0.030693801,0.037732488,0.040064231,0.028350135,0.030180578,8.37977E-05,0.00049835,0.029506725,0.000347036,0.025905813,0.025041974,0.023392079,0.07533734,0.013849267,-0.000147178,0.098371649,0.094064134,0.01521067,-9.7066E-05,0.000273864,0.000234638,,,
60016.61288,0.029576546,0.037158577,0.039032622,0.02804581,0.029270389,0.000105607,-0.00033446,0.028978487,2.29504E-05,0.0254195,0.023932922,0.02299103,0.073563405,0.013594656,0.000355747,0.095752686,0.091806397,0.015248649,-0.000114164,0.00048312,-4.49749E-05,,,
60016.61363,0.032778781,0.040389736,0.042097571,0.030123903,-0.000179429,0.000219072,-9.68373E-06,0.000516239,-0.000150065,0.026368943,0.026656727,0.024597916,0.080134832,0.0150259,-0.000296381,0.103413562,0.099694365,0.016194512,-0.000229286,-0.000226917,0.000287151,,,
